Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
10.3,0.0,4,16,0,1,1707.777,False,True,False,False
16.7,0.0,2,11,1,0,545.956,False,False,True,False
11.15,0.105287746,2,16,0,1,2388.8904,False,True,False,False
11.85,0.0,1,16,0,1,410.1328,False,True,False,False
12.6,0.05616476,1,21,1,2,473.3838,False,True,False,False
7.855,0.0,1,23,0,2,932.12,False,True,False,False
18.35,0.092150005,3,33,2,0,3872.9586,False,True,False,False
14.5,0.01938106,3,35,1,0,5546.114,False,False,False,True
12.5,0.071534226,2,11,1,0,1771.028,False,False,True,False
17.25,0.113497001,4,16,0,1,755.0172,False,True,False,False
12.1,0.030121709,1,16,0,1,2220.443,False,True,False,False
16.0,0.065051586,1,16,0,1,1090.5804,False,True,False,False
5.94,0.029538509,4,13,0,1,1877.556,False,True,False,False
13.65,0.015976249,4,11,1,0,2994.7684,False,False,True,False
8.88,0.098622378,4,23,0,2,5452.902,False,True,False,False
11.5,0.062885197,2,22,0,0,542.627,True,False,False,False
7.855,0.162461219,1,13,0,1,857.5504,False,True,False,False
8.85,0.112840108,2,21,1,2,1238.388,False,True,False,False
14.65,0.298205272,1,35,0,2,110.5228,True,False,False,False
13.6,0.043902087,3,13,0,1,5522.811,False,True,False,False
8.27,0.018797945,4,33,2,0,5512.824,False,True,False,False
13.35,0.0,3,35,1,0,4815.0656,False,False,False,True
9.895,0.060017128,4,33,2,0,4414.9198,False,True,False,False
18.35,0.16147714,4,35,0,2,1106.5596,True,False,False,False
18.5,0.033944698,2,23,0,2,1054.6272,False,True,False,False
21.1,0.020803054,2,11,1,0,1284.994,False,False,True,False
6.65,0.08816538,2,13,0,1,1780.3492,False,True,False,False
18.5,0.034082974,2,11,1,0,1977.426,False,False,True,False
12.1,0.016745264,3,35,1,0,3056.022,False,False,False,True
13.0,0.083009876,1,18,0,1,2352.9372,False,True,False,False
20.25,0.014721719,4,35,1,0,5195.2374,False,False,False,True
15.0,0.046375227,2,23,0,2,731.0484,False,True,False,False
13.1,0.037639672,3,21,1,2,1050.6324,False,True,False,False
11.1,0.04500603,3,11,1,0,2101.2648,False,False,True,False
16.75,0.013711274,2,22,0,0,203.7348,True,False,False,False
7.655,0.032009653,2,18,0,1,2432.8332,False,True,False,False
10.5,0.026424424,3,18,0,1,3739.1328,False,True,False,False
8.1,0.134870732,1,11,1,0,199.74,False,False,True,False
15.7,0.045295529,3,18,0,1,1977.426,False,True,False,False
14.5,0.097750937,3,13,0,1,5728.5432,False,True,False,False
17.7,0.05089667,2,33,2,0,1398.8458,False,True,False,False
7.36,0.052312034,1,23,0,2,801.6232,False,True,False,False
18.75,0.010363586,4,16,0,1,1667.1632,False,True,False,False
18.2,0.012254429,1,11,1,0,644.4944,False,False,True,False
5.46,0.107223632,3,21,1,2,3323.0078,False,True,False,False
15.5,0.101335811,4,13,0,1,3350.3056,False,True,False,False
12.85,0.098993139,1,23,0,2,540.6296,False,True,False,False
15.25,0.026760329,1,13,0,1,2006.0554,False,True,False,False
8.6,0.054594957,2,18,0,1,1298.31,False,True,False,False
7.39,0.082170947,4,33,2,0,2466.789,False,True,False,False
9.035,0.173821519,3,18,0,1,2407.5328,False,True,False,False
11.65,0.131708682,3,21,1,2,1518.024,False,True,False,False
15.7,0.027594064,3,33,2,0,1867.569,False,True,False,False
18.0,0.12470444,2,18,0,1,2725.7852,False,True,False,False
12.3,0.052247806,4,35,1,0,4554.072,False,False,False,True
17.75,0.030559583,4,11,1,0,3835.008,False,False,True,False
17.1,0.046903482,2,18,0,1,2528.7084,False,True,False,False
18.2,0.163096139,1,23,0,2,758.3462,False,True,False,False
20.35,0.0,4,18,0,1,1402.1748,False,True,False,False
15.6,0.081103929,2,23,0,2,1006.6896,False,True,False,False
13.3,0.071743629,1,11,1,0,918.804,False,False,True,False
6.71,0.035731825,4,11,1,0,5660.6316,False,False,True,False
15.0,0.119131749,4,18,0,1,6851.082,False,True,False,False
5.175,0.037217847,1,35,1,0,1448.7808,False,False,False,True
9.105,0.038559926,1,18,0,1,99.87,False,True,False,False
11.8,0.054238448,1,21,1,2,986.7156,False,True,False,False
12.0,0.075856062,2,11,1,0,1733.7432,False,False,True,False
20.7,0.048957533,1,11,1,0,265.6542,False,False,True,False
10.3,0.059160135,4,13,0,1,6641.355,False,True,False,False
19.6,0.041536962,1,33,2,0,527.3136,False,True,False,False
6.89,0.0,4,21,1,2,2510.066,False,True,False,False
16.7,0.070297175,4,18,0,1,3678.545,False,True,False,False
13.0,0.044984874,3,23,0,2,1926.1594,False,True,False,False
10.1,0.167155198,4,23,0,2,5331.7264,False,True,False,False
15.6,0.142986863,2,33,2,0,2826.9868,False,True,False,False
7.97,0.0,3,18,0,1,2759.0752,False,True,False,False
8.97,0.162856593,1,35,0,2,218.3824,True,False,False,False
5.945,0.0,2,13,0,1,1808.3128,False,True,False,False
20.35,0.014885998,4,11,1,0,3271.7412,False,False,True,False
13.5,0.128816212,2,23,0,2,2527.3768,False,True,False,False
6.71,0.029680868,1,11,1,0,856.8846,False,False,True,False
12.15,0.036360676,3,22,0,0,330.2368,True,False,False,False
17.7,0.016582833,1,33,2,0,1458.102,False,True,False,False
20.5,0.112316501,4,33,2,0,4456.1994,False,True,False,False
19.1,0.096653315,4,33,2,0,4673.916,False,True,False,False
12.3,0.021984639,4,13,0,1,1924.162,False,True,False,False
8.905,0.143351652,1,21,1,2,302.939,False,True,False,False
14.5,0.041482394,1,13,0,1,209.727,False,True,False,False
8.365,0.040069806,4,13,0,1,1904.188,False,True,False,False
8.51,0.052239735,2,13,0,1,2004.058,False,True,False,False
6.38,0.015149955,3,33,2,0,3149.234,False,True,False,False
19.6,0.09370568,4,35,1,0,3297.7074,False,False,False,True
16.7,0.052401766,2,16,0,1,1488.7288,False,True,False,False
10.0,0.063121982,4,33,2,0,460.7336,False,True,False,False
14.5,0.058946687,3,18,0,1,2897.5616,False,True,False,False
14.65,0.171245426,1,33,2,0,591.2304,False,True,False,False
7.63,0.134057426,1,35,1,0,918.804,False,False,False,True
11.85,0.050368454,3,13,0,1,1808.9786,False,True,False,False
19.0,0.026986367,2,23,0,2,2812.3392,False,True,False,False
6.36,0.120543611,1,23,0,2,1165.15,False,True,False,False
18.85,0.036037952,1,23,0,2,711.0744,False,True,False,False
9.6,0.006725388,3,11,1,0,2972.1312,False,False,True,False
5.94,0.034940979,3,21,1,2,1605.9096,False,True,False,False
13.5,0.094219593,4,23,0,2,1323.6104,False,True,False,False
10.85,0.048004263,2,22,0,0,351.5424,True,False,False,False
15.15,0.066164431,3,16,0,1,2197.14,False,True,False,False
15.6,0.0,1,11,1,0,804.9522,False,False,True,False
5.15,0.0,2,13,0,1,2105.2596,False,True,False,False
20.35,0.030975716,4,21,1,2,3068.0064,False,True,False,False
8.895,0.039101813,4,21,1,2,5400.9696,False,True,False,False
21.25,0.010039493,3,11,1,0,1102.5648,False,False,True,False
4.905,0.117308165,4,16,0,1,2956.152,False,True,False,False
10.895,0.009641375,2,18,0,1,1601.249,False,True,False,False
12.15,0.113212516,4,35,0,2,759.012,True,False,False,False
17.75,0.067490036,3,16,0,1,6338.416,False,True,False,False
6.8,0.037573095,1,18,0,1,1166.4816,False,True,False,False
10.395,0.031219108,3,16,0,1,4595.3516,False,True,False,False
14.8,0.032606181,4,22,0,0,390.1588,True,False,False,False
13.5,0.0,1,11,1,0,778.986,False,False,True,False
16.0,0.106731895,3,16,0,1,2544.6876,False,True,False,False
17.85,0.0112259,4,33,2,0,4474.176,False,True,False,False
18.7,0.026355345,2,18,0,1,3289.052,False,True,False,False
18.0,0.01548171,3,18,0,1,2059.9852,False,True,False,False
8.785,0.045465958,2,35,0,2,852.8898,True,False,False,False
5.26,0.041857101,3,18,0,1,4258.4568,False,True,False,False
6.175,0.0,2,18,0,1,1534.0032,False,True,False,False
5.86,0.151159243,3,18,0,1,3257.7594,False,True,False,False
11.3,0.056161529,4,35,1,0,5681.2714,False,False,False,True
10.5,0.142419608,3,33,2,0,1765.0358,False,True,False,False
9.5,0.031410378,2,11,1,0,2763.07,False,False,True,False
16.25,0.077790204,1,35,1,0,2940.1728,False,False,False,True
11.8,0.014166739,3,13,0,1,2854.9504,False,True,False,False
12.5,0.110215444,1,18,0,1,1238.388,False,True,False,False
19.35,0.016679143,2,11,1,0,1928.1568,False,False,True,False
20.2,0.117339056,4,16,0,1,2749.754,False,True,False,False
20.2,0.112227747,2,33,2,0,2739.1012,False,True,False,False
16.2,0.062724117,2,35,1,0,5093.37,False,False,False,True
6.8,0.037555348,1,21,1,2,972.068,False,True,False,False
15.2,0.112349962,1,35,1,0,559.272,False,False,False,True
7.07,0.093217569,2,35,1,0,4952.8862,False,False,False,True
8.43,0.177661246,3,16,0,1,3621.2862,False,True,False,False
9.3,0.11184963,1,13,0,1,774.9912,False,True,False,False
11.35,0.06321435,1,16,0,1,1318.284,False,True,False,False
20.1,0.077892365,1,13,0,1,918.804,False,True,False,False
11.35,0.051564827,1,22,0,0,101.2016,True,False,False,False
18.7,0.070349402,4,35,1,0,7350.432,False,False,False,True
9.8,0.024521239,2,13,0,1,1390.1904,False,True,False,False
20.35,0.021447102,1,13,0,1,1312.9576,False,True,False,False
18.2,0.026059557,4,16,0,1,6507.5292,False,True,False,False
18.35,0.015301418,2,16,0,1,2036.6822,False,True,False,False
12.1,0.0,3,18,0,1,3595.32,False,True,False,False
10.695,0.060615254,3,33,2,0,2460.7968,False,True,False,False
9.3,0.066459891,3,35,1,0,4560.73,False,False,False,True
11.8,0.076876046,1,18,0,1,543.2928,False,True,False,False
13.8,0.14215211,4,13,0,1,2384.8956,False,True,False,False
15.0,0.058632705,1,11,1,0,543.2928,False,False,True,False
5.63,0.024541277,2,23,0,2,3135.918,False,True,False,False
7.55,0.030992735,2,21,1,2,2695.1584,False,True,False,False
18.85,0.036241797,1,13,0,1,1007.3554,False,True,False,False
7.22,0.038398937,1,18,0,1,1518.024,False,True,False,False
17.85,0.011258035,4,18,0,1,2556.672,False,True,False,False
8.895,0.072511335,3,21,1,2,3528.74,False,True,False,False
19.25,0.101689151,1,33,2,0,163.7868,False,True,False,False
11.3,0.066625843,4,33,2,0,2712.4692,False,True,False,False
10.85,0.162242617,2,23,0,2,1058.622,False,True,False,False
5.0,0.0,4,18,0,1,4933.578,False,True,False,False
20.0,0.0,2,33,2,0,1454.1072,False,True,False,False
16.2,0.044008347,1,35,1,0,671.1264,False,False,False,True
10.0,0.025867353,4,21,1,2,4757.8068,False,True,False,False
12.3,0.016476619,1,35,0,2,146.476,True,False,False,False
8.63,0.031095246,3,23,0,2,3529.4058,False,True,False,False
9.1,0.0,2,13,0,1,2390.8878,False,True,False,False
6.92,0.038422076,1,33,2,0,438.0964,False,True,False,False
6.86,0.061155983,4,22,0,0,229.701,True,False,False,False
20.0,0.08131178,1,16,0,1,439.428,False,True,False,False
14.1,0.125756824,1,16,0,1,2529.3742,False,True,False,False
17.6,0.05661033,1,13,0,1,209.727,False,True,False,False
17.75,0.073709686,1,11,1,0,415.4592,False,False,True,False
8.6,0.040432954,4,13,0,1,3795.06,False,True,False,False
7.27,0.046749112,2,11,1,0,1970.768,False,False,True,False
6.8,0.062762374,1,22,0,0,48.6034,True,False,False,False
15.6,0.045542628,3,35,1,0,4904.2828,False,False,False,True
6.935,0.041346469,2,21,1,2,820.2656,False,True,False,False
6.69,0.036903419,3,16,0,1,1235.059,False,True,False,False
8.895,0.075084457,4,35,1,0,4452.8704,False,False,False,True
12.35,0.026735372,1,18,0,1,810.9444,False,True,False,False
15.6,0.172453254,2,33,2,0,683.1108,False,True,False,False
6.865,0.035666655,4,35,1,0,8063.5038,False,False,False,True
13.1,0.037581243,3,23,0,2,2451.4756,False,True,False,False
9.195,0.122202946,2,33,2,0,1619.2256,False,True,False,False
11.15,0.056921876,2,16,0,1,423.4488,False,True,False,False
16.1,0.063319379,3,16,0,1,1984.7498,False,True,False,False
6.465,0.124402507,4,33,2,0,5299.768,False,True,False,False
20.75,0.108879177,3,21,1,2,320.9156,False,True,False,False
7.655,0.032125561,2,13,0,1,2548.6824,False,True,False,False
20.25,0.076097073,4,33,2,0,1950.794,False,True,False,False
18.75,0.052766297,4,33,2,0,2492.7552,False,True,False,False
11.5,0.020601791,1,21,1,2,1038.648,False,True,False,False
6.86,0.036360386,4,35,1,0,7580.133,False,False,False,True
6.035,0.140571971,3,35,1,0,3383.5956,False,False,False,True
7.5,0.05074138,2,16,0,1,1837.608,False,True,False,False
17.0,0.015997687,4,18,0,1,4580.704,False,True,False,False
12.85,0.033018559,3,35,1,0,5000.8238,False,False,False,True
6.03,0.022703693,3,23,0,2,4781.7756,False,True,False,False
10.5,0.013431109,3,35,1,0,4821.7236,False,False,False,True
15.0,0.0,4,21,1,2,1896.1984,False,True,False,False
18.75,0.023876985,2,21,1,2,2281.6966,False,True,False,False
17.85,0.011281018,4,11,1,0,3408.896,False,False,True,False
18.35,0.015328106,2,21,1,2,1822.2946,False,True,False,False
18.35,0.094488071,1,18,0,1,515.3292,False,True,False,False
19.6,0.047897663,1,23,0,2,173.108,False,True,False,False
7.39,0.081841136,4,35,1,0,569.259,False,False,False,True
14.65,0.072212787,4,18,0,1,2878.2534,False,True,False,False
21.0,0.049505857,4,11,1,0,1162.4868,False,False,True,False
9.6,0.02981155,1,13,0,1,669.129,False,True,False,False
17.6,0.058181585,3,21,1,2,2326.971,False,True,False,False
14.0,0.037734782,3,13,0,1,4769.1254,False,True,False,False
6.59,0.0,2,13,0,1,964.0784,False,True,False,False
17.6,0.026827052,1,22,0,0,91.8804,True,False,False,False
11.5,0.072881535,4,23,0,2,2277.036,False,True,False,False
20.35,0.014822802,4,16,0,1,2570.6538,False,True,False,False
18.7,0.046159928,3,21,1,2,1677.1502,False,True,False,False
5.46,0.107662745,3,13,0,1,4334.358,False,True,False,False
9.31,0.038014104,1,21,1,2,822.263,False,True,False,False
12.3,0.106307146,3,16,0,1,1569.9564,False,True,False,False
18.2,0.066672058,4,13,0,1,4233.1564,False,True,False,False
18.25,0.015341139,4,11,1,0,1984.084,False,False,True,False
18.25,0.171174491,3,18,0,1,938.778,False,True,False,False
7.825,0.325780807,4,35,0,2,761.0094,True,False,False,False
10.195,0.112859454,2,13,0,1,2490.092,False,True,False,False
5.34,0.005962753,2,16,0,1,2010.716,False,True,False,False
7.71,0.047358246,2,35,1,0,3998.7948,False,False,False,True
11.15,0.086105815,3,18,0,1,2886.243,False,True,False,False
9.8,0.026882496,2,21,1,2,3036.048,False,True,False,False
12.1,0.040521714,3,11,1,0,5552.1062,False,False,True,False
12.5,0.020597493,4,35,1,0,8958.339,False,False,False,True
9.0,0.085538477,3,35,1,0,3523.4136,False,False,False,True
15.5,0.0,2,13,0,1,3006.087,False,True,False,False
15.5,0.0,3,11,1,0,1324.2762,False,False,True,False
5.15,0.10239789,2,22,0,0,495.3552,True,False,False,False
17.25,0.0,1,22,0,0,196.411,True,False,False,False
18.35,0.0304697,4,33,2,0,1346.9134,False,True,False,False
6.32,0.021287234,1,22,0,0,78.5644,True,False,False,False
5.51,0.034467286,2,16,0,1,2642.5602,False,True,False,False
13.35,0.1027194,4,18,0,1,5267.8096,False,True,False,False
18.6,0.266234421,2,35,0,2,402.1432,True,False,False,False
17.1,0.129668578,4,35,0,2,207.0638,True,False,False,False
5.94,0.02923013,4,35,1,0,3567.3564,False,False,False,True
19.1,0.176411579,3,35,1,0,2069.3064,False,False,False,True
14.0,0.050371508,4,22,0,0,862.8768,True,False,False,False
18.85,0.036184755,1,11,1,0,770.3306,False,False,True,False
7.97,0.070017381,1,35,0,2,177.1028,True,False,False,False
18.35,0.030556922,4,18,0,1,3271.0754,False,True,False,False
10.5,0.011278535,4,33,2,0,5451.5704,False,True,False,False
9.6,0.0,4,13,0,1,4349.0056,False,True,False,False
7.275,0.027812304,3,35,1,0,3368.948,False,False,False,True
6.035,0.066051758,4,11,1,0,2050.664,False,False,True,False
6.65,0.053506996,3,11,1,0,3563.3616,False,False,True,False
20.2,0.096046304,3,35,1,0,4604.6728,False,False,False,True
7.285,0.049922304,3,33,2,0,1571.288,False,True,False,False
11.1,0.036083537,3,21,1,2,2988.1104,False,True,False,False
11.35,0.005539114,3,21,1,2,4074.696,False,True,False,False
12.3,0.036939673,2,23,0,2,3109.9518,False,True,False,False
11.6,0.037793818,2,13,0,1,2281.6966,False,True,False,False
12.3,0.106928681,3,13,0,1,3663.2316,False,True,False,False
18.85,0.138585859,4,18,0,1,3271.7412,False,True,False,False
9.8,0.06407717,2,11,1,0,1621.8888,False,False,True,False
7.445,0.037708542,1,18,0,1,1128.531,False,True,False,False
11.1,0.036020711,3,16,0,1,2109.2544,False,True,False,False
21.0,0.049295686,4,16,0,1,968.739,False,True,False,False
20.2,0.06449461,4,18,0,1,3091.9752,False,True,False,False
18.2,0.026117345,4,18,0,1,3133.2548,False,True,False,False
11.8,0.025904648,2,33,2,0,2037.348,False,True,False,False
20.6,0.080235512,4,22,0,0,563.2668,True,False,False,False
9.8,0.013830218,1,33,2,0,1304.968,False,True,False,False
18.6,0.076855628,3,23,0,2,483.3708,False,True,False,False
13.0,0.041824524,4,23,0,2,2805.0154,False,True,False,False
20.7,0.12152072,2,23,0,2,1060.6194,False,True,False,False
9.8,0.073289899,2,13,0,1,1325.6078,False,True,False,False
9.5,0.022054553,4,16,0,1,4502.1396,False,True,False,False
21.1,0.029054046,3,21,1,2,2889.572,False,True,False,False
9.6,0.006665667,3,35,1,0,3797.7232,False,False,False,True
8.975,0.009057132,2,16,0,1,2476.776,False,True,False,False
4.92,0.045955031,4,23,0,2,2182.4924,False,True,False,False
17.5,0.007551607,3,21,1,2,1895.5326,False,True,False,False
19.6,0.023835164,2,35,1,0,3050.6956,False,False,False,True
9.695,0.047503318,4,21,1,2,3185.1872,False,True,False,False
15.2,0.160665697,4,35,0,2,916.1408,True,False,False,False
7.725,0.048661041,2,22,0,0,121.8414,True,False,False,False
20.5,0.208987123,2,35,0,2,215.7192,True,False,False,False
9.6,0.006692529,3,33,2,0,2972.1312,False,True,False,False
9.1,0.136695145,3,22,0,0,875.527,True,False,False,False
17.0,0.140311123,4,13,0,1,2649.884,False,True,False,False
14.0,0.031330907,1,18,0,1,745.696,False,True,False,False
12.1,0.061521569,1,13,0,1,1436.7964,False,True,False,False
19.85,0.176991029,4,13,0,1,3558.0352,False,True,False,False
17.2,0.0120098,3,16,0,1,2807.0128,False,True,False,False
8.71,0.072141818,3,16,0,1,2776.386,False,True,False,False
6.89,0.136984147,4,11,1,0,2703.148,False,False,True,False
18.75,0.0,2,18,0,1,1686.4714,False,True,False,False
19.7,0.052964982,1,35,1,0,1754.383,False,False,False,True
14.5,0.0,3,33,2,0,1524.682,False,True,False,False
7.785,0.155316936,1,35,0,2,316.255,True,False,False,False
16.25,0.048738407,3,35,1,0,5031.4506,False,False,False,True
20.75,0.0,3,33,2,0,2969.468,False,True,False,False
17.6,0.010031539,3,33,2,0,1787.0072,False,True,False,False
16.85,0.036383293,1,16,0,1,1086.5856,False,True,False,False
20.6,0.0,3,16,0,1,3568.688,False,True,False,False
5.175,0.03736783,1,33,2,0,255.6672,False,True,False,False
17.85,0.087604647,4,21,1,2,1560.6352,False,True,False,False
8.93,0.028461453,3,21,1,2,5053.422,False,True,False,False
14.3,0.034244601,2,35,1,0,1957.452,False,False,False,True
7.655,0.031938828,2,16,0,1,1158.492,False,True,False,False
18.35,0.014024028,4,23,0,2,2692.4952,False,True,False,False
19.75,0.014232071,2,35,1,0,1743.0644,False,False,False,True
14.0,0.023730384,2,16,0,1,1435.4648,False,True,False,False
11.6,0.038578846,1,21,1,2,671.1264,False,True,False,False
15.85,0.108036187,1,11,1,0,703.0848,False,False,True,False
10.5,0.013572808,3,13,0,1,1559.9694,False,True,False,False
16.7,0.06082402,2,33,2,0,1773.6912,False,True,False,False
17.6,0.074345142,4,33,2,0,4364.319,False,True,False,False
18.25,0.075501241,2,11,1,0,249.0092,False,False,True,False
21.1,0.16216286,1,11,1,0,383.5008,False,False,True,False
9.1,0.081652352,3,16,0,1,2101.2648,False,True,False,False
15.25,0.061434045,2,11,1,0,2348.9424,False,False,True,False
14.35,0.017073332,2,18,0,1,1657.842,False,True,False,False
17.0,0.118806857,4,35,1,0,6705.2718,False,False,False,True
5.885,0.092694107,1,33,2,0,1525.3478,False,True,False,False
16.1,0.065183228,3,23,0,2,1464.76,False,True,False,False
19.2,0.005561538,4,35,1,0,3837.0054,False,False,False,True
19.7,0.024635077,1,33,2,0,1073.2696,False,True,False,False
11.5,0.126313413,2,13,0,1,2010.716,False,True,False,False
16.5,0.066383907,3,18,0,1,2189.1504,False,True,False,False
15.15,0.066279832,3,21,1,2,4540.756,False,True,False,False
12.15,0.042681522,3,23,0,2,2014.045,False,True,False,False
15.7,0.0,2,33,2,0,1230.3984,False,True,False,False
11.6,0.038736838,1,13,0,1,1454.1072,False,True,False,False
12.85,0.098910759,1,33,2,0,308.9312,False,True,False,False
15.0,0.049178998,1,18,0,1,639.168,False,True,False,False
11.0,0.057011062,4,33,2,0,2908.2144,False,True,False,False
5.88,0.003589104,3,33,2,0,1691.7978,False,True,False,False
7.825,0.0,4,13,0,1,6849.0846,False,True,False,False
9.42,0.043690499,1,35,1,0,1733.7432,False,False,False,True
10.695,0.10154201,3,22,0,0,175.7712,True,False,False,False
19.6,0.025164132,3,35,1,0,6072.096,False,False,False,True
13.6,0.119077255,4,33,2,0,2330.3,False,True,False,False
8.06,0.021497594,4,13,0,1,1386.1956,False,True,False,False
10.0,0.025702129,4,35,1,0,7136.7102,False,False,False,True
7.105,0.075000682,1,22,0,0,296.281,True,False,False,False
18.6,0.118419683,1,18,0,1,1545.9876,False,True,False,False
9.5,0.035151215,3,23,0,2,2556.672,False,True,False,False
16.85,0.044414056,3,23,0,2,2028.6926,False,True,False,False
17.85,0.052471995,2,13,0,1,2450.144,False,True,False,False
13.1,0.020853376,2,33,2,0,1906.8512,False,True,False,False
11.3,0.047791878,3,21,1,2,5033.448,False,True,False,False
13.3,0.02136022,2,11,1,0,1777.686,False,False,True,False
15.2,0.103988736,3,18,0,1,3677.2134,False,True,False,False
20.7,0.114581955,2,11,1,0,945.436,False,False,True,False
7.405,0.02556185,1,22,0,0,182.4292,True,False,False,False
6.15,0.046459438,2,11,1,0,1675.1528,False,False,True,False
11.35,0.023322478,3,23,0,2,3307.6944,False,True,False,False
19.85,0.175962247,4,16,0,1,1779.0176,False,True,False,False
10.3,0.255929096,2,35,0,2,311.5944,True,False,False,False
8.18,0.082333019,1,33,2,0,343.5528,False,True,False,False
12.15,0.021757269,3,21,1,2,3302.368,False,True,False,False
6.03,0.0226994,3,16,0,1,4250.4672,False,True,False,False
15.85,0.110653377,1,13,0,1,759.012,False,True,False,False
18.6,0.065771529,4,22,0,0,245.6802,True,False,False,False
12.0,0.0,4,13,0,1,1561.9668,False,True,False,False
17.1,0.0,2,11,1,0,1358.232,False,False,True,False
10.5,0.024991056,4,23,0,2,2821.6604,False,True,False,False
17.5,0.013658248,4,21,1,2,6199.9296,False,True,False,False
16.1,0.034278413,4,33,2,0,6867.0612,False,True,False,False
20.1,0.0,1,22,0,0,183.7608,True,False,False,False
11.0,0.185306514,2,35,0,2,622.523,True,False,False,False
7.55,0.051794958,2,22,0,0,122.5072,True,False,False,False
19.25,0.027058066,4,33,2,0,2749.754,False,True,False,False
19.6,0.041740902,1,11,1,0,958.752,False,False,True,False
14.85,0.035400659,3,11,1,0,1444.1202,False,False,True,False
14.65,0.099535996,1,11,1,0,615.1992,False,False,True,False
9.3,0.175336471,2,13,0,1,1472.7496,False,True,False,False
11.6,0.143319995,4,35,1,0,7170.666,False,False,False,True
14.5,0.01950565,3,21,1,2,2446.815,False,True,False,False
8.365,0.071846495,1,23,0,2,569.259,False,True,False,False
12.85,0.0,4,23,0,2,4794.4258,False,True,False,False
13.5,0.017887238,1,21,1,2,1438.128,False,True,False,False
7.365,0.159967845,2,23,0,2,1304.968,False,True,False,False
21.1,0.020718655,2,23,0,2,2184.4898,False,True,False,False
15.2,0.096592065,2,35,1,0,1621.8888,False,False,False,True
9.5,0.074460855,4,21,1,2,5033.448,False,True,False,False
12.85,0.030789914,4,13,0,1,3036.048,False,True,False,False
14.0,0.030216783,4,11,1,0,3020.0688,False,False,True,False
18.35,0.094279004,1,16,0,1,1545.9876,False,True,False,False
6.785,0.04022593,4,35,0,2,210.3928,True,False,False,False
7.155,0.168527463,1,18,0,1,1023.3346,False,True,False,False
5.82,0.077304459,4,16,0,1,4613.994,False,True,False,False
17.75,0.0,2,11,1,0,1201.1032,False,False,True,False
18.0,0.142570104,1,33,2,0,1505.3738,False,True,False,False
7.06,0.043968652,1,21,1,2,585.904,False,True,False,False
15.6,0.045076878,4,18,0,1,2900.2248,False,True,False,False
18.35,0.030347404,4,35,1,0,3078.6592,False,False,False,True
12.3,0.052492122,4,16,0,1,3415.554,False,True,False,False
15.0,0.077999504,4,16,0,1,1896.1984,False,True,False,False
18.2,0.012597384,2,33,2,0,2936.178,False,True,False,False
20.5,0.023179181,3,21,1,2,2450.144,False,True,False,False
8.27,0.128126825,3,21,1,2,1295.6468,False,True,False,False
8.5,0.097410707,1,35,1,0,2492.7552,False,False,False,True
8.93,0.028417272,3,23,0,2,2603.278,False,True,False,False
6.215,0.049902382,4,13,0,1,3159.8868,False,True,False,False
20.25,0.014823358,4,18,0,1,1154.4972,False,True,False,False
7.895,0.061424738,1,11,1,0,1145.176,False,False,True,False
19.35,0.049594299,1,33,2,0,2278.3676,False,True,False,False
9.695,0.113939434,3,23,0,2,1901.5248,False,True,False,False
19.5,0.027532258,3,35,0,2,551.2824,True,False,False,False
8.21,0.045016894,1,18,0,1,1133.8574,False,True,False,False
7.3,0.086307051,3,18,0,1,1330.2684,False,True,False,False
20.0,0.104083376,2,23,0,2,3705.177,False,True,False,False
7.865,0.061154604,3,21,1,2,1151.1682,False,True,False,False
8.895,0.184035253,1,35,0,2,40.6138,True,False,False,False
20.35,0.024815024,4,22,0,0,467.3916,True,False,False,False
16.0,0.106918052,3,21,1,2,4725.8484,False,True,False,False
18.0,0.0,3,21,1,2,3327.6684,False,True,False,False
18.7,0.105104552,2,11,1,0,1347.5792,False,False,True,False
7.72,0.087936752,2,35,1,0,4124.631,False,False,False,True
10.6,0.056795923,4,23,0,2,3485.463,False,True,False,False
5.655,0.176070535,3,13,0,1,1749.7224,False,True,False,False
8.775,0.19244045,1,35,0,2,131.8284,True,False,False,False
10.195,0.051871718,1,11,1,0,237.6906,False,False,True,False
8.06,0.035780177,4,22,0,0,693.0978,True,False,False,False
16.35,0.104463896,4,22,0,0,225.7062,True,False,False,False
6.46,0.049162885,3,23,0,2,1895.5326,False,True,False,False
13.5,0.072655379,3,16,0,1,3994.8,False,True,False,False
16.2,0.050442528,4,18,0,1,2693.8268,False,True,False,False
19.1,0.177992139,3,11,1,0,2931.5174,False,False,True,False
18.35,0.0,4,35,1,0,3214.4824,False,False,False,True
5.48,0.015131684,1,21,1,2,1414.825,False,True,False,False
6.055,0.031151714,3,21,1,2,2085.9514,False,True,False,False
9.6,0.024456797,4,33,2,0,3203.1638,False,True,False,False
6.135,0.192540665,3,22,0,0,322.2472,True,False,False,False
8.43,0.01732573,4,23,0,2,1182.4608,False,True,False,False
8.27,0.127821472,4,33,2,0,555.2772,False,True,False,False
10.195,0.012477512,4,21,1,2,785.644,False,True,False,False
14.0,0.028980533,2,11,1,0,2077.296,False,False,True,False
8.01,0.070356805,1,21,1,2,755.0172,False,True,False,False
